Initials,NbJobs,NbCompletedJobs,AvgNbUsedProducts,ActualVisits,Charges,Efficiency,JobId,PlannedVisits,Price,Profitability,ServiceName,StartDate,UnitSize,Warranty,DegreInfestation,NoCollaboration,Cluttered,NotEmpty,NoKeys,Ready,Refusal,Repulsif,Experience
AM,7709,1389,0.819431833,2,95,50,SS107153,1,95,47.5,Blattes TRAITEMENT,2020-06-15 15:45:00,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,88
AM,7709,301,0.819431833,2,290,100,SS107154,2,290,145,Punaises de lit TRAITEMENT,2020-06-15 15:45:00,2,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,88
AM,7709,58,0.819431833,4,480,50,SS107365,2,480,145,Punaises PLUS TRAITEMENT,2020-07-03 12:00:00,4,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1392,0.819431833,2,95,50,SS107554,1,95,47.5,Blattes TRAITEMENT,2020-06-17 17:00:00,3,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,88
AM,7709,1392,0.819431833,3,95,33.33333333,SS107555,1,95,31.66666667,Blattes TRAITEMENT,2020-06-17 17:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,88
AM,7709,1392,0.819431833,4,95,25,SS107917,1,95,23.75,Blattes TRAITEMENT,2020-06-17 17:00:00,5,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,88
AM,7709,1392,0.819431833,2,95,50,SS107935,1,95,47.5,Blattes TRAITEMENT,2020-06-17 17:00:00,3,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,88
AM,7709,1409,0.819431833,6,175,16.66666667,SS108166,1,175,29.16666667,Blattes TRAITEMENT,2020-06-29 13:00:00,4,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108169,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,1,6,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108172,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,4,6,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108173,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,2,6,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108178,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,1,6,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108183,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,3,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108190,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,2,6,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108193,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,3,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,1409,0.819431833,4,875,25,SS108196,1,175,218.75,Blattes TRAITEMENT,2020-06-29 13:00:00,2,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,2,175,50,SS108198,1,175,87.5,Blattes TRAITEMENT,2020-06-29 13:00:00,3,6,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1409,0.819431833,3,175,33.33333333,SS108199,1,175,58.33333333,Blattes TRAITEMENT,2020-06-29 13:00:00,4,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,18,0.819431833,1,480,100,SS108353,1,480,480,Attagènes des tapis TRAITEMENT,2020-07-22 12:00:00,4,6,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,2,0.819431833,1,275,100,SS108355,1,275,275,Insectes des produits alimentaires TRAITEMENT,2020-07-22 12:00:00,2,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,1400,0.819431833,3,760,33.33333333,SS108780,1,175,253.3333333,Blattes TRAITEMENT,2020-06-23 21:08:00,4,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,88
AM,7709,1433,0.819431833,2,175,50,SS109547,1,175,87.5,Blattes TRAITEMENT,2020-07-06 13:30:00,4,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,18,0.819431833,2,700,50,SS110366,1,700,350,Fourmis de pavé  TRAITEMENT,2020-07-09 12:00:00,14,6,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,304,0.819431833,3,290,66.66666667,SS110846,2,290,96.66666667,Punaises de lit TRAITEMENT,2020-06-23 21:08:00,2,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,88
AM,7709,1439,0.819431833,3,195,33.33333333,SS111023,1,195,65,Blattes TRAITEMENT,2020-07-09 15:30:00,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,34,0.819431833,1,95,300,SS111176,3,95,95,Dépistage actif punaises de lit   Night Watch,2020-07-10 12:00:00,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,34,0.819431833,1,75,300,SS111177,3,75,75,Dépistage actif punaises de lit   Night Watch,2020-07-10 12:00:00,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,34,0.819431833,1,75,300,SS111178,3,75,75,Dépistage actif punaises de lit   Night Watch,2020-07-10 12:00:00,1,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,314,0.819431833,2,290,100,SS111179,2,290,145,Punaises de lit TRAITEMENT,2020-07-10 12:00:00,1,6,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89
AM,7709,327,0.819431833,3,385,33.33333333,SS111202,2,385,128.3333333,Punaises de lit TRAITEMENT,2020-07-28 12:00:00,3,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1450,0.819431833,3,350,33.33333333,SS111675,1,350,116.6666667,Blattes TRAITEMENT,2020-07-27 16:30:00,7,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1450,0.819431833,2,350,50,SS111676,1,350,175,Blattes TRAITEMENT,2020-07-27 16:30:00,7,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1450,0.819431833,2,350,50,SS111677,1,350,175,Blattes TRAITEMENT,2020-07-27 16:30:00,7,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1454,0.819431833,2,95,50,SS111803,1,95,47.5,Blattes TRAITEMENT,2020-07-30 12:00:00,4,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,18,0.819431833,1,1105,200,SS113918,2,1105,1105,Fourmis charpentière TRAITEMENT,2020-07-29 12:00:00,13,12,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1454,0.819431833,8,475,12.5,SS113956,1,95,59.375,Blattes TRAITEMENT,2020-07-30 12:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1449,0.819431833,2,95,50,SS114125,1,95,47.5,Blattes TRAITEMENT,2020-07-23 12:30:00,1,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,89
AM,7709,1453,0.819431833,3,95,33.33333333,SS114215,1,95,31.66666667,Blattes TRAITEMENT,2020-07-29 15:45:00,1,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,352,0.819431833,3,385,66.66666667,SS115129,2,385,128.3333333,Punaises de lit TRAITEMENT,2020-08-14 12:00:00,3,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,63,0.819431833,5,480,40,SS116177,2,480,111,Punaises PLUS TRAITEMENT,2020-07-31 15:00:00,4,6,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,332,0.819431833,2,480,100,SS116180,2,480,240,Punaises de lit TRAITEMENT,2020-07-31 17:15:00,4,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,67,0.819431833,5,480,40,SS116563,2,480,126,Punaises PLUS TRAITEMENT,2020-08-13 12:00:00,4,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,19,0.819431833,2,40,50,SS116667,1,40,20,Fourmis charpentière TRAITEMENT,2020-08-10 17:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,19,0.819431833,2,40,50,SS116668,1,40,20,Fourmis charpentière TRAITEMENT,2020-08-10 17:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,90
AM,7709,19,0.819431833,4,40,25,SS116669,1,40,10,Fourmis charpentière TRAITEMENT,2020-08-10 17:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,90
AM,7709,352,0.819431833,3,385,66.66666667,SS117330,2,385,128.3333333,Punaises de lit TRAITEMENT,2020-08-14 12:00:00,3,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1473,0.819431833,3,175,33.33333333,SS117416,1,175,58.33333333,Blattes TRAITEMENT,2020-08-11 12:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,1473,0.819431833,3,175,33.33333333,SS117433,1,175,58.33333333,Blattes TRAITEMENT,2020-08-11 12:00:00,2,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,1476,0.819431833,4,975,25,SS117528,1,195,243.75,Blattes TRAITEMENT,2020-08-11 15:00:00,4,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,66,0.819431833,8,860,25,SS117579,2,860,145,Punaises PLUS TRAITEMENT,2020-08-12 12:00:00,7,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,67,0.819431833,5,575,40,SS117740,2,575,150,Punaises PLUS TRAITEMENT,2020-08-13 12:00:00,5,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1478,0.819431833,2,95,50,SS118394,1,95,47.5,Blattes TRAITEMENT,2020-08-14 12:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,1480,0.819431833,2,95,50,SS118689,1,95,47.5,Blattes TRAITEMENT,2020-08-17 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1480,0.819431833,2,95,50,SS118690,1,95,47.5,Blattes TRAITEMENT,2020-08-17 12:00:00,4,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1480,0.819431833,2,95,50,SS118691,1,95,47.5,Blattes TRAITEMENT,2020-08-17 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90
AM,7709,1480,0.819431833,3,95,33.33333333,SS118692,1,95,31.66666667,Blattes TRAITEMENT,2020-08-17 12:00:00,3,3,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1480,0.819431833,2,95,50,SS118720,1,95,47.5,Blattes TRAITEMENT,2020-08-17 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,354,0.819431833,2,385,50,SS118980,2,385,192.5,Punaises de lit TRAITEMENT,2020-08-17 12:00:00,3,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,355,0.819431833,2,480,100,SS119131,2,480,240,Punaises de lit TRAITEMENT,2020-08-19 12:30:00,4,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,355,0.819431833,2,385,100,SS119512,2,385,192.5,Punaises de lit TRAITEMENT,2020-08-19 12:30:00,3,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,90
AM,7709,1491,0.819431833,2,95,50,SS125136,1,95,47.5,Blattes TRAITEMENT,2020-09-25 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1491,0.819431833,2,95,50,SS125138,1,95,47.5,Blattes TRAITEMENT,2020-09-25 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1491,0.819431833,1,95,100,SS125139,1,95,95,Blattes TRAITEMENT,2020-09-25 12:00:00,3,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1491,0.819431833,2,95,50,SS125140,1,95,47.5,Blattes TRAITEMENT,2020-09-25 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1491,0.819431833,3,95,33.33333333,SS125141,1,95,31.66666667,Blattes TRAITEMENT,2020-09-25 12:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,92
AM,7709,1510,0.819431833,2,175,50,SS125564,1,175,87.5,Blattes TRAITEMENT,2020-09-29 19:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1776,0.819431833,2,325,50,SS125747,1,325,162.5,Blattes TRAITEMENT,2021-03-17 12:30:00,5,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,97
AM,7709,1500,0.819431833,4,225,25,SS126022,1,225,56.25,Blattes TRAITEMENT,2020-09-28 13:15:00,5,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,92
AM,7709,1500,0.819431833,4,225,25,SS126023,1,225,56.25,Blattes TRAITEMENT,2020-09-28 13:15:00,5,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1500,0.819431833,3,175,33.33333333,SS126024,1,175,58.33333333,Blattes TRAITEMENT,2020-09-28 13:15:00,3,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,404,0.819431833,2,95,50,SS126332,1,95,47.5,Souris TRAITEMENT,2020-09-21 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,91
AM,7709,1564,0.819431833,2,195,50,SS127034,1,195,97.5,Blattes TRAITEMENT,2020-10-22 12:00:00,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1511,0.819431833,4,175,25,SS127080,1,175,43.75,Blattes TRAITEMENT,2020-09-30 12:00:00,4,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1503,0.819431833,2,95,50,SS127100,1,95,47.5,Blattes TRAITEMENT,2020-09-28 16:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1503,0.819431833,2,95,50,SS127103,1,95,47.5,Blattes TRAITEMENT,2020-09-28 16:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,92
AM,7709,1515,0.819431833,2,95,50,SS127596,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1515,0.819431833,2,95,50,SS127608,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,2,95,50,SS127625,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,3,95,33.33333333,SS127627,1,95,31.66666667,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,2,95,50,SS127629,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,74,0.819431833,4,290,50,SS127630,2,290,91.25,Punaises PLUS TRAITEMENT,2020-09-30 13:45:00,1,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,4,95,25,SS127647,1,95,23.75,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,1,95,100,SS127654,1,95,95,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,92
AM,7709,1515,0.819431833,2,95,50,SS127661,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1515,0.819431833,2,95,50,SS127672,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,1,95,100,SS127679,1,95,95,Blattes TRAITEMENT,2020-10-02 12:00:00,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1513,0.819431833,2,95,50,SS127701,1,95,47.5,Blattes TRAITEMENT,2020-10-01 12:00:00,1,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1513,0.819431833,3,95,33.33333333,SS127702,1,95,31.66666667,Blattes TRAITEMENT,2020-10-01 12:00:00,2,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,334,0.819431833,3,95,33.33333333,SS127703,1,95,31.66666667,Fourmis pharaons  TRAITEMENT,2020-10-01 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1515,0.819431833,2,95,50,SS127811,1,95,47.5,Blattes TRAITEMENT,2020-10-02 12:00:00,4,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1506,0.819431833,3,95,33.33333333,SS127920,1,95,31.66666667,Blattes TRAITEMENT,2020-09-29 12:30:00,3,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,363,0.819431833,3,290,66.66666667,SS127924,2,290,96.66666667,Punaises de lit TRAITEMENT,2020-09-29 14:15:00,2,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1508,0.819431833,2,95,50,SS127925,1,95,47.5,Blattes TRAITEMENT,2020-09-29 14:15:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1509,0.819431833,4,285,25,SS127929,1,95,71.25,Blattes TRAITEMENT,2020-09-29 17:00:00,1,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1552,0.819431833,2,95,50,SS128827,1,95,47.5,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1552,0.819431833,3,95,33.33333333,SS128832,1,95,31.66666667,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1552,0.819431833,3,95,33.33333333,SS128849,1,95,31.66666667,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1531,0.819431833,1,175,100,SS128858,1,175,175,Blattes TRAITEMENT,2020-10-08 13:00:00,4,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,337,0.819431833,9,175,11.11111111,SS128859,1,175,19.44444444,Fourmis pharaons  TRAITEMENT,2020-10-08 13:00:00,3,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1552,0.819431833,2,95,50,SS128871,1,95,47.5,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1526,0.819431833,2,95,50,SS129209,1,95,47.5,Blattes TRAITEMENT,2020-10-05 16:30:00,3,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1552,0.819431833,2,95,50,SS129252,1,95,47.5,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1803,0.819431833,3,95,33.33333333,SS129296,1,95,31.66666667,Blattes TRAITEMENT,2021-03-30 14:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,98
AM,7709,1552,0.819431833,2,95,50,SS129303,1,95,47.5,Blattes TRAITEMENT,2020-10-19 13:15:00,2,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1529,0.819431833,2,175,50,SS129636,1,175,87.5,Blattes TRAITEMENT,2020-10-06 12:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1529,0.819431833,2,175,50,SS129638,1,175,87.5,Blattes TRAITEMENT,2020-10-06 12:00:00,2,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1558,0.819431833,3,225,33.33333333,SS130415,1,225,75,Blattes TRAITEMENT,2020-10-20 13:00:00,5,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1558,0.819431833,2,225,50,SS130416,1,225,112.5,Blattes TRAITEMENT,2020-10-20 13:00:00,5,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1558,0.819431833,2,195,50,SS130417,1,195,97.5,Blattes TRAITEMENT,2020-10-20 13:00:00,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1542,0.819431833,2,125,50,SS130614,1,125,62.5,Blattes TRAITEMENT,2020-10-13 13:00:00,4,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1542,0.819431833,3,125,33.33333333,SS130618,1,125,41.66666667,Blattes TRAITEMENT,2020-10-13 13:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1542,0.819431833,2,125,50,SS130619,1,125,62.5,Blattes TRAITEMENT,2020-10-13 13:00:00,5,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1542,0.819431833,2,125,50,SS130621,1,125,62.5,Blattes TRAITEMENT,2020-10-13 13:00:00,4,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1542,0.819431833,2,125,50,SS130623,1,125,62.5,Blattes TRAITEMENT,2020-10-13 13:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1542,0.819431833,2,125,50,SS130624,1,125,62.5,Blattes TRAITEMENT,2020-10-13 13:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1548,0.819431833,2,125,50,SS130698,1,125,62.5,Blattes TRAITEMENT,2020-10-14 13:00:00,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1548,0.819431833,3,125,33.33333333,SS130699,1,125,41.66666667,Blattes TRAITEMENT,2020-10-14 13:00:00,5,3,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1548,0.819431833,2,125,50,SS130703,1,125,62.5,Blattes TRAITEMENT,2020-10-14 13:00:00,3,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92
AM,7709,1532,0.819431833,2,150,50,SS130839,1,150,75,Blattes TRAITEMENT,2020-10-09 12:00:00,4,12,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1532,0.819431833,2,150,50,SS130840,1,150,75,Blattes TRAITEMENT,2020-10-09 12:00:00,3,12,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
AM,7709,1532,0.819431833,4,150,25,SS130842,1,150,37.5,Blattes TRAITEMENT,2020-10-09 12:00:00,5,12,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,92
